Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm)
15552,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2671,119,8,7,1500
15708,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3139,725,8,7,1500
15866,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3630,715,8,7,1500
16019,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2934,216,8,7,1500
16181,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2505,223,8,7,1500
16336,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3052,642,8,7,1500
16491,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3242,540,8,7,1500
16646,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2846,345,8,7,1500
16754,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2622,265,8,7,1500
16911,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3032,330,8,7,1500
17067,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2954,335,8,7,1500
17221,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2246,14,8,7,1500
17377,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3674,622,8,7,1500
17526,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3008,160,8,7,1500
17680,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,216,8,7,1500
17834,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3799,617,8,7,1500
17990,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3330,191,8,5,1500
18048,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2890,73,8,7,1500
18111,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3103,406,8,7,1500
18168,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3774,53,8,7,1500
18229,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3784,30,8,7,1500
18289,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,375,8,7,1500
18354,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2397,226,8,7,1500
18414,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2387,160,8,7,1500
18474,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2124,39,8,7,1500
18534,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1948,787,8,7,1500
18597,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2241,123,8,7,1500
18656,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3310,864,8,7,1500
18717,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,385,8,7,1500
18774,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2749,347,8,7,1500
18879,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3295,760,8,7,1500
18975,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3410,719,8,7,1500
19088,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2729,156,8,7,1500
19202,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3266,71,8,7,1500
19321,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2876,86,8,7,1500
19437,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3791,672,8,7,1500
19556,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3691,566,8,7,1500
19671,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3369,495,8,7,1500
19797,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3310,641,8,7,1500
19924,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3703,730,8,7,1500
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2124,241,8,4,500
398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,425,8,7,500
553,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2553,518,8,7,500
706,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,312,8,7,500
867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,697,8,7,500
1034,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,431,8,7,500
1187,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2070,307,8,7,500
1370,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,356,8,7,500
1525,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2751,608,8,7,500
1686,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2341,495,8,7,500
1845,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2212,163,8,7,500
1993,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,642,8,7,500
2148,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2216,400,8,7,500
2308,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,600,8,5,500
2379,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2260,621,8,7,500
2438,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2329,663,8,7,500
2500,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1999,372,8,7,500
2560,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1984,508,8,7,500
2623,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2505,682,8,7,500
2692,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2451,511,8,7,500
2757,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2077,457,8,7,500
2821,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2217,23,8,7,500
2880,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3227,221,8,7,500
2940,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2414,745,8,7,500
2999,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2175,738,8,7,500
3057,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2387,550,8,7,500
3117,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1177,699,8,7,500
3175,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2282,527,8,7,500
3234,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2085,179,8,7,500
3349,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2422,523,8,7,500
3452,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2138,220,8,7,500
3576,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2556,596,8,7,500
3714,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2229,563,8,7,500
3815,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,635,8,7,500
3962,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,580,8,6,500
4047,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2417,582,8,7,500
4177,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2124,455,8,7,500
4311,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2075,700,8,7,500
4405,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2130,564,8,7,500
4514,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2270,31,8,7,500
4615,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2352,638,8,7,500
4778,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1858,731,8,7,500
4842,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2458,733,8,7,500
4938,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2275,345,8,7,500
5046,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2544,117,8,7,500
5156,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,745,8,7,500
5275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2812,714,8,7,500
5396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2707,606,8,7,500
5507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,548,8,7,500
5620,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,545,8,7,500
5728,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2304,334,8,7,500
5835,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,608,8,7,500
5945,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2321,518,8,7,500
6071,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2385,585,8,7,500
6184,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,191,8,7,500
6288,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,863,8,7,500
6388,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,657,8,7,500
6490,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2585,536,8,7,500
6592,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,528,8,7,500
6697,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,104,8,7,500
6799,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2568,727,8,7,500
6907,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2343,478,8,7,500
7011,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,159,8,7,500
7125,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2483,641,8,7,500
7252,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,453,8,7,500
7360,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,650,8,7,500
7488,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2627,160,8,7,500
7605,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,618,8,7,500
7723,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2475,472,8,7,500
7839,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2378,813,8,7,500
7954,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,705,8,7,500
8075,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2422,498,8,7,500
8186,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,477,8,7,500
8309,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2509,436,8,7,500
8425,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2480,498,8,7,500
8541,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,582,8,7,500
8662,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2388,574,8,7,500
8772,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2436,767,8,7,500
8911,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,646,8,7,500
9023,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2583,599,8,7,500
9142,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2585,670,8,7,500
9261,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2678,581,8,7,500
9361,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2292,478,8,7,500
9483,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2541,652,8,7,500
9603,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2847,58,8,7,500
9734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2920,747,8,7,500
9852,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,564,8,7,500
9989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2368,683,8,7,500
10114,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2883,711,8,7,500
10233,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2424,395,8,7,500
10346,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,720,8,7,500
10461,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,208,8,7,500
10568,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2534,254,8,7,500
10676,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2036,19,8,7,500
10792,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2282,707,8,7,500
10898,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2856,451,8,7,500
11011,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2221,307,8,7,500
11131,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2368,244,8,7,500
11243,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2392,556,8,7,500
11362,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2319,242,8,7,500
11476,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2802,631,8,7,500
11601,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2116,309,8,7,500
11706,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2414,694,8,7,500
11815,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2488,497,8,7,500
11947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2233,562,8,7,500
12078,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2766,581,8,7,500
12208,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2444,603,8,7,500
12318,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2446,690,8,7,500
12431,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2751,843,8,6,500
12558,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2260,414,8,7,500
12671,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2590,692,8,7,500
12791,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2299,589,8,7,500
12899,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,664,8,7,500
13028,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2431,799,8,7,500
13153,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2561,565,8,7,500
13280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2231,181,8,7,500
13394,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2605,700,8,7,500
13507,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2700,545,8,7,500
13630,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,229,8,7,500
13747,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2370,548,8,7,500
13867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,595,8,7,500
13986,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,674,8,7,500
14103,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2197,548,8,7,500
14235,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2209,511,8,7,500
14352,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3032,62,8,7,500
14463,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2524,697,8,7,500
14577,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2429,698,8,7,500
14702,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,343,8,7,500
14814,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,1967,169,8,7,500
14932,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2326,670,8,7,500
15051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,362,8,7,500
15159,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,680,8,7,500
15280,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2517,716,8,7,500
15396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2202,342,8,7,500
15515,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2512,630,8,7,500
15626,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2173,438,8,7,500
15734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2688,784,8,7,500
15854,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2497,633,8,7,500
15968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2717,772,8,7,500
16089,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2343,468,8,7,500
16203,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2307,639,8,7,500
16303,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2290,230,8,7,500
16418,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,415,8,7,500
16537,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2597,712,8,7,500
16646,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2651,613,8,7,500
16755,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2427,507,8,7,500
16871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2358,18,8,7,500
16987,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2495,270,8,7,500
17104,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2334,733,8,7,500
17221,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2473,641,8,7,500
17346,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2539,249,8,7,500
17455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2641,737,8,7,500
17567,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2612,685,8,7,500
17683,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2846,264,8,7,500
17807,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2195,383,8,7,500
17923,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2402,765,8,7,500
18040,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2600,712,8,7,500
18161,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2590,616,8,7,500
18270,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2395,498,8,7,500
18398,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2661,545,8,7,500
18509,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2571,588,8,7,500
18619,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2680,466,8,7,500
18725,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3037,678,8,7,500
18848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2519,593,8,7,500
18967,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2634,591,8,7,500
19085,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2775,624,8,7,500
19215,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2531,443,8,7,500
19326,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2658,132,8,7,500
19455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2168,75,8,4,500
19600,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,599,8,7,500
19743,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2192,107,8,7,500
19842,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2563,682,8,5,500
19933,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,2094,357,8,7,500
