Time (ms),Device,Android Version,AP MAC Address,Status,Distance (mm),Std Dev (mm),Attempted Measurements,Successful Measurements,Real Distance (mm)
11433,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3962,683,8,7,2000
11537,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4399,737,8,7,2000
11661,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4109,467,8,7,2000
11790,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4128,581,8,7,2000
11918,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4033,671,8,7,2000
12033,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3816,469,8,7,2000
12147,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4421,765,8,7,2000
12258,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3718,706,8,7,2000
12378,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3989,777,8,7,2000
12512,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3769,733,8,7,2000
12630,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4026,643,8,7,2000
12751,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3967,553,8,7,2000
12880,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4209,575,8,7,2000
12997,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3757,586,8,7,2000
13125,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3589,408,8,7,2000
13255,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3755,466,8,7,2000
13361,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4067,710,8,7,2000
13494,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4436,636,8,7,2000
13623,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3772,507,8,7,2000
13737,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4101,625,8,7,2000
13841,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3952,697,8,7,2000
13947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3901,363,8,7,2000
14056,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4328,571,8,7,2000
14148,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3742,595,8,7,2000
14249,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3989,629,8,7,2000
14354,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4370,358,8,7,2000
14457,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3901,332,8,7,2000
14559,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3999,818,8,7,2000
14664,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4194,683,8,7,2000
14765,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4643,514,8,7,2000
14865,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3999,411,8,7,2000
14970,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4624,739,8,7,2000
15068,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4335,667,8,7,2000
15170,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3820,381,8,7,2000
15272,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3654,403,8,7,2000
15376,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3676,454,8,7,2000
15480,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3923,561,8,7,2000
15581,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3857,564,8,7,2000
15682,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3930,450,8,7,2000
15786,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4326,636,8,7,2000
15887,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4216,759,8,7,2000
15989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3798,597,8,7,2000
16093,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3891,843,8,7,2000
16205,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3774,409,8,7,2000
16300,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3982,586,8,7,2000
16404,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3996,611,8,7,2000
16509,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3945,468,8,7,2000
16632,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4047,499,8,7,2000
16747,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4585,919,8,7,2000
16867,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3798,495,8,7,2000
16989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3991,559,8,7,2000
17130,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4165,720,8,7,2000
17257,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3996,512,8,7,2000
17391,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4223,633,8,7,2000
17520,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3784,323,8,7,2000
17646,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3696,666,8,7,2000
17770,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3803,286,8,7,2000
17899,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,42246,175,8,7,2000
18025,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3889,495,8,7,2000
18165,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4077,630,8,7,2000
18302,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4253,695,8,7,2000
18428,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4042,619,8,7,2000
18542,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3930,624,8,7,2000
18668,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4040,632,8,7,2000
18787,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4072,487,8,7,2000
18912,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3830,606,8,7,2000
19035,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4165,560,8,7,2000
19162,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4362,601,8,7,2000
19269,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4179,576,8,7,2000
19401,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3857,524,8,7,2000
19525,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3916,704,8,7,2000
19645,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3952,485,8,7,2000
19750,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3750,483,8,7,2000
19843,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4101,429,8,7,2000
19944,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3735,533,8,7,2000
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4194,199,8,7,3000
59,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4672,551,8,7,3000
190,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5219,662,8,7,3000
294,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4694,518,8,7,3000
396,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5053,457,8,7,3000
500,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5102,803,8,7,3000
602,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4816,530,8,7,3000
714,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4875,634,8,7,3000
836,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5271,722,8,7,3000
937,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4770,165,8,7,3000
1051,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4809,668,8,7,3000
1165,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4743,577,8,7,3000
1284,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4746,433,8,7,3000
1401,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4965,744,8,7,3000
1521,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4575,486,8,7,3000
1633,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4795,391,8,7,3000
1750,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5017,446,8,7,3000
1875,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5124,632,8,7,3000
1999,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4536,363,8,7,3000
2106,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4545,120,8,4,3000
2230,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4502,14,8,7,3000
2380,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5249,572,8,7,3000
2463,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4663,119,8,7,3000
2598,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4458,0,8,7,3000
2738,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4846,575,8,7,3000
2871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4594,299,8,7,3000
2972,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4799,913,8,7,3000
3130,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5063,290,8,7,3000
3288,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4292,98,8,7,3000
3379,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4672,117,8,7,3000
3536,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4077,253,8,7,3000
3689,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,714,8,7,3000
3848,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4458,38,8,7,3000
4002,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4611,660,8,7,3000
4105,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4868,438,8,7,3000
4263,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4546,58,8,7,3000
4417,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4831,503,8,7,3000
4574,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4524,176,8,7,3000
4728,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4589,479,8,7,3000
4884,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4926,610,8,7,3000
5037,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4077,232,8,7,3000
5190,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5088,745,8,7,3000
5347,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4150,43,8,5,3000
5419,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5141,1538,8,7,3000
5489,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4824,649,8,7,3000
5549,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4663,817,8,7,3000
5606,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4975,1038,8,7,3000
5667,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4694,557,8,7,3000
5723,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4594,144,8,7,3000
5777,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,3813,75,8,7,3000
5833,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4731,711,8,7,3000
5895,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4773,610,8,7,3000
5955,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5852,1414,8,7,3000
6014,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4741,93,8,7,3000
6076,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4438,708,8,7,3000
6138,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5170,149,8,7,3000
6200,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4414,547,8,7,3000
6305,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,228,8,7,3000
6421,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4907,663,8,7,3000
6527,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4846,595,8,7,3000
6654,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4985,1003,8,7,3000
6782,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5102,668,8,7,3000
6912,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4604,580,8,7,3000
7026,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4702,463,8,7,3000
7142,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4692,520,8,7,3000
7258,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4860,603,8,7,3000
7377,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4585,139,8,7,3000
7492,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4912,672,8,7,3000
7615,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4926,741,8,7,3000
7721,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4643,159,8,7,3000
7847,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4975,162,8,7,3000
7968,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5251,760,8,7,3000
8090,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4750,217,8,7,3000
8214,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,44121,100,8,7,3000
8328,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5075,799,8,7,3000
8453,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4804,688,8,7,3000
8589,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4702,170,8,7,3000
8714,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4389,208,8,7,3000
8833,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4717,468,8,7,3000
8949,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5053,254,8,7,3000
9063,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4729,500,8,7,3000
9184,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5210,191,8,7,3000
9295,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4272,200,8,7,3000
9414,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4878,1072,8,7,3000
9533,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5263,192,8,6,3000
9650,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5356,99,8,7,3000
9768,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5017,759,8,7,3000
9888,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4802,719,8,7,3000
10027,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4870,636,8,7,3000
10150,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4582,427,8,7,3000
10264,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4731,448,8,7,3000
10383,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4819,110,8,7,3000
10500,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,666,8,7,3000
10622,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,83,8,7,3000
10734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4453,131,8,7,3000
10853,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5171,591,8,7,3000
10981,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4934,714,8,7,3000
11110,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5112,661,8,7,3000
11242,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5322,620,8,7,3000
11349,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4802,497,8,7,3000
11476,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4927,971,8,7,3000
11589,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4575,110,8,7,3000
11707,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4770,563,8,7,3000
11830,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5112,231,8,7,3000
11947,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4912,711,8,7,3000
12068,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4941,752,8,7,3000
12202,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4927,677,8,7,3000
12329,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5017,570,8,7,3000
12448,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4834,646,8,7,3000
12587,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4360,155,8,7,3000
12715,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5014,623,8,7,3000
12830,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,228,8,7,3000
12944,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4927,525,8,7,3000
13059,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4341,135,8,7,3000
13182,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4487,207,8,7,3000
13294,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4775,548,8,7,3000
13408,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5124,546,8,7,3000
13534,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4741,412,8,7,3000
13647,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4714,362,8,7,3000
13750,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4812,662,8,7,3000
13866,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4995,916,8,7,3000
13976,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4824,602,8,7,3000
14096,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4448,99,8,7,3000
14220,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4887,231,8,7,3000
14333,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5293,538,8,7,3000
14452,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4641,302,8,7,3000
14567,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4716,308,8,7,3000
14672,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5029,562,8,7,3000
14782,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5161,554,8,7,3000
14904,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5034,1087,8,7,3000
15012,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,175,8,7,3000
15139,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4897,776,8,7,3000
15249,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4575,99,8,7,3000
15359,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4819,613,8,7,3000
15470,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4761,524,8,7,3000
15584,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5090,672,8,7,3000
15695,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4477,201,8,7,3000
15821,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,85,8,7,3000
15937,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4614,71,8,7,3000
16053,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5124,545,8,7,3000
16169,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5009,747,8,7,3000
16287,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4824,472,8,7,3000
16399,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,60,8,7,3000
16518,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5256,773,8,7,3000
16640,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4658,479,8,7,3000
16762,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4531,278,8,7,3000
16871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5258,639,8,7,3000
16994,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5046,609,8,7,3000
17106,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4738,450,8,7,3000
17230,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4507,179,8,7,3000
17340,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4428,143,8,7,3000
17455,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5009,584,8,7,3000
17578,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5039,545,8,7,3000
17698,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4917,1168,8,7,3000
17810,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4633,563,8,7,3000
17935,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5244,616,8,7,3000
18052,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4721,239,8,7,3000
18162,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4687,498,8,7,3000
18284,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5244,582,8,7,3000
18404,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4624,608,8,7,3000
18529,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4656,532,8,7,3000
18654,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4438,109,8,7,3000
18784,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4712,461,8,6,3000
18911,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,43975,706,8,7,3000
19039,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4597,529,8,7,3000
19154,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4692,458,8,7,3000
19275,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4971,686,8,7,3000
19409,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4882,615,8,7,3000
19533,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4651,475,8,7,3000
19651,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5176,677,8,7,3000
19772,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5007,512,8,7,3000
19891,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,4714,561,8,7,3000
0,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5483,142,8,7,4000
61,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5327,166,8,7,4000
186,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5590,153,8,7,4000
288,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6369,545,8,7,4000
392,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6547,495,8,7,4000
498,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5825,618,8,7,4000
606,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6054,642,8,7,4000
734,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6435,553,8,7,4000
868,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6313,251,8,7,4000
989,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6069,508,8,7,4000
1128,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5830,635,8,7,4000
1253,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6284,668,8,7,4000
1364,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6186,541,8,7,4000
1498,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6093,726,8,7,4000
1618,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5962,374,8,7,4000
1742,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6001,431,8,7,4000
1872,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5932,550,8,7,4000
2004,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5630,135,8,7,4000
2124,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6186,566,8,7,4000
2253,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5288,71,8,7,4000
2365,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6084,432,8,7,4000
2497,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,6071,688,8,7,4000
2613,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5698,205,8,7,4000
2742,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5725,469,8,7,4000
2871,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5893,1098,8,7,4000
2997,XiaomiPOCO F2 Pro,12,90:ca:fa:8b:13:b4,0,5945,660,8,7,4000
